01/01/2000,00:00,----.-,in,15.00,2009-11-25 00:00:00
10/09/2008,02:09,-000.0,in,15.00,2009-11-25 00:00:00
10/09/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/09/2008,10:09,-021.6,in,15.00,2009-11-25 00:00:00
10/09/2008,14:09,-021.6,in,15.00,2009-11-25 00:00:00
10/09/2008,18:09,-021.6,in,15.00,2009-11-25 00:00:00
10/09/2008,22:09,-021.6,in,15.00,2009-11-25 00:00:00
10/10/2008,02:09,-021.6,in,15.00,2009-11-25 00:00:00
10/10/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/10/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/10/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/10/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/10/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/11/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/11/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/11/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/11/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/11/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/11/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/12/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/12/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/12/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/12/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/12/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/12/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/13/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/13/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/13/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/13/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/13/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/13/2008,22:09,-021.6,in,15.00,2009-11-25 00:00:00
10/14/2008,02:09,-021.6,in,15.00,2009-11-25 00:00:00
10/14/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/14/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/14/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/14/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/14/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/15/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/15/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/15/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/15/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/15/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/15/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/16/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/16/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/16/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/16/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/16/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/16/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/17/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/17/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/17/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/17/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/17/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/17/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/18/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/18/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/18/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/18/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/18/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
10/18/2008,22:09,-021.5,in,15.00,2009-11-25 00:00:00
10/19/2008,02:09,-021.5,in,15.00,2009-11-25 00:00:00
10/19/2008,06:09,-021.5,in,15.00,2009-11-25 00:00:00
10/19/2008,10:09,-021.5,in,15.00,2009-11-25 00:00:00
10/19/2008,14:09,-021.5,in,15.00,2009-11-25 00:00:00
10/19/2008,18:09,-021.5,in,15.00,2009-11-25 00:00:00
